orf	mRNA	Protein	Length	dN	CAI
YFR032C-A	4473.084294	98022213.74	180		0.6821
YMR251W-A	3999.804295	46082850.19	180		0.3655
YML081C-A	546.3816569	1147921698	180		0.174
YDL067C	397.0957392	2171450688	180		0.2643
YNL070W	525.2106592	292888020.4	183		0.2228
YOR045W	928.0055147	219786758.9	186		0.3007
YLR287C-A	5691.23377	593210288.9	192		0.6424
YOR182C	5094.277787	31078014.55	192		0.7478
YGR271C-A	217.2256667	945016648.1	192		0.1425
YLR264W	2941.638594	1777916195	204		0.5613
YMR174C	43.66874656	297063379.1	207		0.1539
YIL002W-A	469.1881765	123503174.1	210		0.1705
YLL009C	290.6805958	78698305.63	210		0.2536
YKL138C-A	142.3157222	78828200	210		0.0882
YML129C	197.1059182	105861898.4	213		0.1893
YNL024C-A	379.1280556	510654285.7	219		0.1235
YDR079C-A	124.157645	111283000	219		0.1192
YJL133C-A	295.9816111	78608750.51	225		0.2355
YDR210W	572.9725281	25909181.79	228		0.29
YDR139C	465.6447639	206985163.6	234		0.1109
YHR001W-A	214.8198939	767135973.9	234		0.1362
YLR325C	4780.143787	5066800820	237		0.7754
YCR020W-B	124.8575559	496871.179	237		0.121
YDL160C-A	110.6084444	125683428.6	243		0.0919
YKL156W	2463.913772	3448102034	249		0.3607
YER087C-B	500.582565	1327330914	249		0.1826
YLR038C	380.8616797	726698604.7	252		0.3491
YMR122W-A	2000.140222	12453205.33	255		0.3938
YGR008C	445.6362411	492901920.8	255		0.3386
YLR363W-A	167.7671579	139541674.6	258		0.2811
YDL181W	117.9963079	441732234.5	258		0.1301
YER180C-A	61.597	82441414.29	258		0.1136
YDL130W-A	414.9078252	487855919.9	261		0.1716
YKL053C-A	327.9204511	231484661.1	261		0.1215
YGL226C-A	299.2133444	1204771530	261		0.241
YLR327C	108.3979688	1804183	261		0.2329
YNL211C	84.28350378	11210050	261		0.1356
YKR057W	6052.688724	723641.8267	264		0.596
YJL136C	4225.549804	4178737774	264		0.6928
YDR500C	4116.359879	1609419825	267		0.7106
YLR185W	3367.759691	3805347101	267		0.7001
YCR020C-A	147.7943344	132101877.9	267		0.1401
YKR095W-A	88.27261111	370958829.4	267		0.097
YDR363W-A	546.9572389	68755259.54	270		0.1883
YOR020W-A	193.6427222	238546548.7	273		0.1387
YJR094W-A	5238.340779	464186.4	279		0.5712
YPR043W	4134.908838	67504394.52	279		0.8723
YGR169C-A	323.0783333	648485512.1	279		0.1327
YDR424C	259.0635759	798713990.9	279		0.1638
YHR005C-A	807.4922384	2009665616	282		0.2428
YPL183W-A	186.0277144	1105201340	282		0.1145
YDR070C	37.30140355	120679204.1	282		0.2656
YER048W-A	250.3531942	334884301.2	285		0.2015
YOR159C	169.633417	28445926	285		0.1156
YBL029C-A	121.2364211	398106792.4	285		0.1249
YBL026W	360.0972634	975459247.8	288		0.1688
YDR322C-A	490.840745	264470327.8	291		0.1391
YBR111W-A	166.9658333	439385714.3	291		0.1291
YCL057C-A	561.9438235	407306571.4	294		0.1494
YKL006C-A	170.1019348	179531511.8	294		0.1027
YNR034W-A	248.483	385535200.9	297		0.1633
YLR361C-A	121.665	66438268.58	297		0.1202
YLL018C-A	71.08977741	23585524.19	297		0.1258
YBR089C-A	383.594375	322293313.7	300		0.2591
YKL018C-A	121.3951316	180871824.4	300		0.0504
YPL249C-A	3704.847398	6769650592	303		0.8001
YMR194W	2233.796028	1138085846	303		0.62
YDR510W	689.1083181	1303309480	306		0.3059
YDR377W	330.9503468	1020731782	306		0.2093
YLR147C	138.9094414	303726926	306		0.0733
YGR063C	237.8404738	107953986.3	309		0.1095
YBR009C	2151.888	514081412	312		0.7338
YNL030W	2057.65057	26938213.82	312		0.6274
YLR043C	1714.272595	7304990703	312		0.4921
YML058W	1090.365741	580709029.8	315		0.2822
YBL001C	451.0229043	846568987.3	315		0.2426
YMR244C-A	114.8573087	284516301	315		0.1466
YGL030W	5635.690711	3395580805	318		0.8649
YOR293W	4417.098163	2998999869	318		0.8396
YMR230W	2698.782501	319900.54	318		0.8021
YJR085C	669.3054018	81442443	318		0.1383
YGR181W	435.5408778	1432267519	318		0.2162
YDR115W	239.9326494	107451699.2	318		0.1245
YML108W	97.51479412	80019963.19	318		0.184
YDL130W	6019.418721	2224538658	321		0.7127
YDL081C	5007.94102	2304579804	321		0.7139
YHR141C	2949.17895	2597501838	321		0.7954
YNL162W	2545.044599	30023303.36	321		0.7694
YBL028C	289.3847616	669590182.2	321		0.2605
YPL143W	4632.763158	3642108099	324		0.7473
YOR234C	3698.788565	694510224.1	324		0.7303
YDL012C	349.9098353	52538078.38	324		0.1327
YNL147W	263.5418569	676153082.9	324		0.199
YGR027C	3658.232748	7656737728	327		0.7157
YLR333C	1333.039336	29769392.86	327		0.6119
YLL014W	371.8513781	10455565.57	327		0.1215
YJR034W	74.49618351	368428480.5	327		0.1191
YBL059C-A	160.2123333	652631364.4	330		0.2274
YJR048W	145.2533415	2171778645	330		0.368
YBR091C	90.00705194	202951142.9	330		0.0682
YLR364W	55.43289919	434633821.6	330		0.194
YDR382W	5662.649173	5763806910	333		0.7622
YLR154C	201.5325742	28374328	333		0.1353
YJR086W	160.0290268	125972859.8	333		0.1012
YLR275W	84.24621118	497702599.9	333		0.128
YLR390W	103.3436058	60953992.67	339		0.1311
YDL075W	4697.467353	10503357138	342		0.737
YOL109W	3610.921806	4851702802	342		0.5829
YLR406C	2217.464132	3017612525	342		0.6299
YNL135C	2000.443704	4089637820	345		0.5077
YHR039C-A	1156.228579	5232602560	345		0.3842
YDR381C-A	139.6625789	529128142.9	345		0.1274
YDR286C	71.83260226	193384428.6	345		0.1339
YOR327C	441.9572873	999159009.7	348		0.2189
YMR107W	7.475653333	218386.8263	348		0.1047
YAL030W	210.2358549	1561227778	354		0.132
YGL189C	3579.660195	1466294802	360		0.7805
YER131W	1924.391123	2098021290	360		0.7114
YCL042W	115.4309181	856755660.7	360		0.0598
YDL191W	2911.497615	97454263.92	363		0.7977
YDL136W	2007.018133	15531255473	363		0.7594
YGL220W	386.4196595	352646314.6	363		0.1027
YGL029W	319.2861697	484309731.8	363		0.217
YOL005C	255.1722488	638051431.7	363		0.1499
YBR255C-A	112.7057	215364000	363		0.1713
YLR061W	4316.723748	4685803870	366		0.8588
YIL052C	3757.609611	10086775778	366		0.7805
YER056C-A	2620.959569	1742362683	366		0.763
YPL013C	464.4699014	615830000.1	366		0.0875
YFL034C-A	974.2954288	361545094.1	369		0.2905
YMR123W	495.6685867	18873588.5	369		0.1473
YDR378C	419.4663953	46239925.54	372		0.128
YGL226W	61.03607027	103067271.1	372		0.0704
YOR122C	1524.396781	986849117.4	381		0.4478
YLR344W	1689.851675	173216389.7	384		0.6314
YCR083W	105.4977719	786213520.4	384		0.1568
YIL148W	3936.330584	54463182.38	387		0.7423
YKR094C	2978.170174	4124807.35	387		0.7424
YGR034W	4281.111317	17190073484	390		0.6771
YER057C	473.2677719	1420000571	390		0.3075
YNL149C	357.3621451	699990052.5	390		0.2164
YJL190C	5079.983099	7710208376	393		0.8119
YBL092W	4374.843931	6933113951	393		0.8179
YLR367W	1002.148408	57591880.76	393		0.5226
YDR224C	2164.512216	3006571165	396		0.6582
YBL002W	1351.997513	2305740789	396		0.5626
YLR104W	155.8474674	349238309.3	396		0.13
YDR225W	2760.157775	1412161000	399		0.6541
YLR110C	12303.09457	122888012.2	402		0.8701
YJL151C	510.4600868	36183841.1	402		0.1602
YBL018C	158.0558653	89268608.38	402		0.1752
YKR049C	90.99958647	231025693.4	402		0.0942
YKR083C	70.98990405	64399490.78	402		0.1016
YBR230C	188.6375603	765870472.9	405		0.177
YCL012C	79.69822222	84933137.26	405		0.1642
YIL069C	1665.900195	84406808.73	408		0.7557
YCR028C-A	438.9253396	1552369913	408		0.3083
YNR046W	288.5479568	226215965.8	408		0.1733
YML024W	4804.961651	11241867236	411		0.8095
YHR010W	4448.511759	13471355959	411		0.7362
YNL031C	3044.917012	8373950.989	411		0.5634
YDR471W	1970.756451	115239.1	411		0.5175
YBL087C	4565.014776	53279743.88	414		0.6237
YER117W	4056.630946	81432420.39	414		0.6484
YCR031C	3723.926542	17385300661	414		0.8046
YGL087C	190.9673697	390839847	414		0.2227
YER093C-A	52.28159156	75746229.38	414		0.1182
YKL006W	3034.070983	3022441096	417		0.6844
YHL001W	1265.029783	29431653.6	417		0.6801
YJL191W	761.8655715	185417967.2	417		0.5903
YGL054C	668.0650247	912685354.8	417		0.3107
YMR292W	568.6702285	234921475.2	417		0.1138
YBR269C	107.310705	230516689.5	417		0.0887
YNR022C	135.7260284	729557525.1	420		0.1575
YPR063C	392.8255365	1258001942	423		0.176
YBR188C	67.8412627	124117941.9	423		0.0953
YIL027C	253.3118974	1216714397	426		0.1174
YJR067C	78.29528514	178034620.5	426		0.1385
YOL127W	4348.694289	7601109270	429		0.7483
YIL004C	123.0130786	324085014	429		0.0843
YLR245C	55.87788394	42190246.9	429		0.1189
YDL083C	2718.26904	11914285956	432		0.7643
YMR143W	2524.968367	72143824.69	432		0.6774
YLL050C	2386.752856	4816966063	432		0.5435
YDR513W	413.8146012	4456639674	432		0.2121
YPR017C	79.89812711	73158600.66	432		0.164
YNL302C	3673.933162	20428636765	435		0.7571
YOL121C	2650.466462	2424321135	435		0.7942
YPR132W	4909.163172	42818727.78	438		0.7889
YIL051C	1478.794549	5062603798	438		0.3179
YKL160W	390.3776612	566522904.4	438		0.1296
YMR074C	343.0979741	717927771.1	438		0.2426
YBL025W	78.09627636	40524200	438		0.0989
YML026C	3530.397751	58518292.08	441		0.7331
YDR450W	3423.037442	24200123052	441		0.7752
YPL225W	632.0997564	2476134694	441		0.2673
YDL092W	237.7608437	641488803.7	441		0.1449
YDR397C	214.7532935	248856137.9	441		0.1131
YFR033C	438.3180174	1654210479	444		0.2108
YDR462W	115.3169058	153255161.7	444		0.1088
YBR082C	1160.213272	3465837293	447		0.3133
YHR051W	367.3930581	1214869808	447		0.2541
YPL144W	195.2231388	33711367.67	447		0.0813
YDR059C	70.09087811	9788061.125	447		0.1862
YER137C	39.21300556	94467388.57	447		0.1119
YGL103W	7118.144297	8810553788	450		0.7052
YGL106W	564.8398941	2359390342	450		0.2174
YPL059W	231.7755029	527671662.3	453		0.1339
YDL219W	203.1032553	1639338076	453		0.1977
YDR064W	3631.579179	3313193552	456		0.776
YIL111W	272.4058924	969860835.1	456		0.1044
YLR068W	118.9514203	205287256.3	456		0.1958
YOL108C	64.79087526	86590788.71	456		0.0834
YHR116W	50.92684351	787352.125	456		0.1111
YLR167W	10749.79499	11974315247	459		0.8109
YNL131W	541.8420145	1439693035	459		0.2847
YPL170W	169.4131265	175904926.9	459		0.1054
YDR092W	360.468203	6734410.217	462		0.1276
YCR087C-A	167.848023	477487815.6	462		0.1313
YJR104C	1808.854987	2722941576	465		0.3769
YGL031C	4982.540614	7814170583	468		0.7594
YGR148C	3886.19599	1705241890	468		0.7565
YPR187W	550.4767905	789092389	468		0.2445
YGL187C	244.1005959	1559190092	468		0.2851
YMR158W	121.7511295	653831338.3	468		0.1275
YIL065C	117.4698105	723704726.9	468		0.101
YBR048W	2575.977385	13715283727	471		0.7332
YDR025W	2353.677637	97795689.8	471		0.7048
YLR170C	192.7693467	309157421.5	471		0.1233
YEL034W	3610.449762	11285605760	474		0.8137
YPL037C	2678.508061	3746871298	474		0.6146
YJR047C	369.0553354	55959895.35	474		0.7041
YDL064W	242.9321331	1823774374	474		0.1697
YCR063W	25.02688031	849.625	474		0.1302
YPR062W	955.7786853	890083649.5	477		0.1838
YDL125C	873.3584976	2381386220	477		0.2307
YGR030C	69.41561278	281318142.2	477		0.1745
YPL079W	5489.151659	7227833149	483		0.7331
YBR191W	4301.777706	5343218835	483		0.6911
YEL027W	3111.660312	118457412.2	483		0.5836
YPR098C	214.7833791	400179869.3	486		0.1581
YJL011C	176.9327378	377940337.1	486		0.12
YLR050C	173.9442354	236578269.5	486		0.1796
YOR257W	130.1040832	742607142.9	486		0.1082
YDR155C	3730.905565	12301565163	489		0.6137
YBR244W	275.8877224	509729730.6	489		0.1981
YBR077C	131.1569364	416676463.2	489		0.1423
YBR120C	77.68433556	1054816107	489		0.1271
YOL071W	76.60010206	592836385.5	489		0.1492
YML094W	194.6092661	1036585318	492		0.1832
YPL234C	937.8365361	392667887.9	495		0.2143
YJR055W	42.04893757	32954146.6	495		0.1256
YDR418W	2850.851039	16865014021	498		0.7658
YMR022W	204.7350246	277734376.1	498		0.1354
YDL008W	127.9324489	14756702	498		0.1894
YEL044W	189.9228694	408123016.7	501		0.1059
YKL056C	5060.711806	5213270734	504		0.7314
YMR071C	365.0914832	347151318.4	504		0.104
YKL063C	206.0381727	295368113.6	504		0.1634
YCR046C	178.082655	216022146.1	510		0.1143
YJR017C	240.7925632	1848740636	513		0.1235
YDR404C	275.6456803	412409459	516		0.1516
YGR085C	3234.899089	14285607749	525		0.7271
YOR312C	2730.86113	83440442.65	525		0.6971
YHR193C	2310.216638	5517598001	525		0.5782
YKL016C	324.62332	1717868654	525		0.2242
YKL190W	277.7943915	630878345.7	528		0.1519
YBL091C-A	97.75954308	28079565.43	528		0.1169
YDR163W	88.90393194	958525714.3	528		0.0876
YLR109W	2859.985382	8074680749	531		0.5491
YML073C	2328.596031	9630852141	531		0.6717
YLR448W	2220.032515	2456674209	531		0.6271
YNL044W	347.5601497	1895452468	531		0.2223
YJR025C	326.3608821	1636462824	534		0.1731
YML011C	69.31895343	35256015.33	534		0.1113
YML055W	173.9412195	695102315	537		0.1452
YER134C	108.8601389	1392835675	537		0.1369
YEL066W	80.32747455	271797916.8	540		0.1412
YDR540C	17.98102306	22023245.33	540		0.1443
YPR028W	1183.792962	5334536850	543		0.3009
YBL006C	348.8613194	84185571.43	543		0.0567
YKL069W	88.10979703	318952847.5	543		0.1824
YDL192W	2846.974934	17015552.22	546		0.5238
YDL137W	1020.297228	413628901.7	546		0.3866
YLR065C	577.8394638	289540008.8	546		0.1184
YER007C-A	369.3929545	1771026235	546		0.2354
YCR090C	174.287785	241311747.7	549		0.1639
YMR072W	462.2385651	6137375053	552		0.2465
YBR164C	303.5655765	755799496.6	552		0.1804
YHR148W	160.3016839	938373667.9	552		0.1703
YKL180W	3863.757525	8105708552	555		0.809
YJL177W	3140.218846	1530862151	555		0.6798
YLR066W	204.1984703	405538856.1	555		0.1471
YKL186C	170.5711474	434037142.9	555		0.1122
YHR081W	154.5476824	1106337732	555		0.1119
YOL120C	4105.221411	88022127.96	561		0.8122
YNL301C	1038.564314	1204066497	561		0.6797
YIR017C	26.85471257	97973962.29	564		0.0845
YCL001W	322.197141	566563347.4	567		0.2372
YBL027W	2851.805839	52500057376	570		0.7078
YBR084C-A	2684.775926	82567691.73	570		0.6864
YGR029W	182.7875719	473134857.1	570		0.1355
YOR096W	3354.328317	10877289305	573		0.7474
YNL096C	1789.288224	8121911033	573		0.5973
YPL218W	770.5177174	2109211801	573		0.3499
YNL067W	1095.220808	1750890608	576		0.7778
YLR229C	542.1713419	458051925.3	576		0.1766
YDR071C	485.8943881	2454523908	576		0.2436
YLR011W	48.04047278	153765783.5	576		0.0707
YNL090W	173.201337	153803507.9	579		0.1242
YKR068C	183.3654963	155915975.4	582		0.1255
YCL026C-B	40.66257222	336398142.9	582		0.2896
YBL059W	33.00969469	86085315.38	582		0.0895
YJL024C	71.47760278	184064607.5	585		0.1397
YBR189W	3931.663369	7487776762	588		0.8097
YPR131C	129.3987268	154392414.8	588		0.1395
YFR017C	67.057185	17078521.5	588		0.1289
YNL282W	66.41222081	130386839.8	588		0.0863
YML028W	3256.274413	4003551974	591		0.7141
YPR037C	193.6475197	404446282.4	591		0.1158
YBL107C	108.0819662	77906496	591		0.1042
YDR453C	35.14194368	189000099.3	591		0.2728
YMR295C	694.1716611	419623238.9	594		0.2339
YPL081W	648.7166077	4921921636	594		0.5068
YNL056W	178.6117783	53967514.44	594		0.0965
YLR356W	90.83594816	696832714.3	594		0.1549
YNL069C	3369.215186	7243727621	597		0.723
YKL141W	281.6363389	901741261.7	597		0.1999
YJL217W	234.9258374	452244021.9	597		0.1194
YPL051W	84.80099059	278630550.5	597		0.1282
YIL133C	2838.792639	5107189629	600		0.6112
YMR142C	2586.368121	9549281867	600		0.7423
YDL082W	2190.145601	484590487.6	600		0.6516
YNL079C	1038.271045	6798307827	600		0.3153
YNL208W	807.3514586	619923443.9	600		0.206
YBL072C	4860.956481	3862483276	603		0.7469
YER102W	2784.263002	123493816	603		0.718
YKL196C	583.5017721	3790546094	603		0.1811
YPR172W	59.68072378	305265459.7	603		0.1658
YDR002W	1469.051413	5131518029	606		0.4893
YLR179C	676.7546029	2366698094	606		0.2077
YMR073C	90.98776553	412642556.3	606		0.1314
YDL135C	229.9293018	785469088	609		0.2003
YGL200C	672.7733134	770400918.1	612		0.2228
YBR014C	217.5700831	724025992.9	612		0.154
YOR294W	186.6211206	1304684656	612		0.207
YDR041W	170.8580168	654459809.5	612		0.1286
YLR029C	4566.262155	7822908002	615		0.7828
YMR121C	291.0630578	198161179.6	615		0.4364
YLR016C	103.3718367	10098628.67	615		0.1214
YMR052W	30.98768	108664567.3	615		0.1106
YHR089C	1187.310498	1522526488	618		0.2106
YER094C	807.5445614	174239248.6	618		0.1586
YHR057C	230.7161392	111982738	618		0.1349
YAL003W	3832.414338	9018513536	621		0.7626
YBR171W	286.6890178	885716649.2	621		0.1716
YIL127C	183.8663003	437336225	621		0.1245
YPL178W	284.7191405	413116052.2	627		0.1725
YDR013W	79.95834452	602293324.6	627		0.1314
YMR132C	48.45542216	338714007.5	627		0.1351
YJR133W	258.7155706	505499403.3	630		0.2838
YDL212W	555.0923237	554747450.8	633		0.2387
YHR041C	118.7590973	163595379.7	633		0.0809
YMR269W	159.0323852	333986261	636		0.1242
YER183C	123.0970831	233035496.6	636		0.1213
YPR071W	58.77340757	4821233.333	636		0.1103
YKL159C	35.469035	47778645.86	636		0.146
YDR298C	308.8375456	6422978665	639		0.232
YOL111C	213.0058475	1832318795	639		0.1715
YKL144C	116.8383192	157580590.3	639		0.1494
YOR319W	64.21763649	247242478.7	642		0.1478
YLR119W	61.629585	98908500	642		0.1371
YMR117C	26.83867563	30010580.19	642		0.1531
YJL001W	515.4393021	1583596399	648		0.1722
YPR154W	162.4417563	352069921.7	648		0.1766
YGR129W	50.19193861	296702806.9	648		0.1277
YHR128W	551.9593173	3153659146	651		0.3651
YJL097W	267.1153029	155366577	654		0.1796
YLR051C	160.7444235	915912518.6	654		0.1835
YDR305C	101.04902	322984658.2	654		0.1569
YDR236C	135.0735787	97405853.75	657		0.1444
YLR363C	76.59325108	474621813.7	657		0.2157
YGL079W	74.06471162	51882375.71	657		0.155
YEL012W	71.18223486	115336365.3	657		0.132
YNR061C	282.9080752	33835334.14	660		0.1515
YBL040C	281.9917824	149422613.9	660		0.1816
YLR178C	133.0331308	495034606	660		0.1356
YDR246W	74.77687529	176270474.9	660		0.1254
YNL110C	452.0911561	882538654.6	663		0.1848
YBL093C	204.6804147	54086610.02	663		0.1036
YLR075W	7376.269598	14346864963	666		0.827
YNL036W	209.2527645	1476972606	666		0.2136
YDR367W	119.6135515	378081518.4	666		0.1585
YMR077C	72.44406722	215312117.1	666		0.1139
YPR174C	65.32594	501377941.9	666		0.1157
YFR008W	29.84538818	57054935.75	666		0.1292
YDR226W	1819.893339	8503807044	669		0.532
YMR202W	1059.975964	862301021.9	669		0.2969
YGL210W	108.0493842	869382450.6	669		0.152
YOL135C	55.94986639	267427449.8	669		0.0887
YER031C	331.0208873	3347939029	672		0.1555
YMR222C	101.6426771	280974136.5	672		0.0983
YNR018W	357.5611276	1431883277	675		0.1659
YKL087C	116.0634679	132815142.9	675		0.1429
YDR067C	90.26017889	81476666.89	675		0.1293
YDR381W	694.061663	5510744384	681		0.2825
YDR296W	159.2131084	644350314.8	681		0.1069
YLR211C	41.78531622	57663714.29	681		0.141
YER139C	39.08015111	202287275.8	681		0.142
YLR118C	120.3480676	707466156.9	684		0.1337
YMR090W	101.976687	753899331.4	684		0.1911
YMR271C	36.43441784	42341564.73	684		0.1375
YHR181W	230.6892632	52372662.48	687		0.1215
YLR407W	169.1048288	170983592.2	690		0.1212
YDL069C	41.60249243	48383650.86	690		0.1043
YDL010W	102.1002883	464380980	696		0.109
YKL002W	209.0098074	450455016.1	699		0.1176
YBR261C	180.1859174	822602497.4	699		0.1256
YER163C	110.2130994	145766909.3	699		0.0978
YDR020C	44.29870432	188763820.2	699		0.1366
YOR332W	985.9509816	11742084102	702		0.2625
YHR008C	349.1095708	1267801063	702		0.2264
YKR014C	324.4389432	1713332694	705		0.2135
YIR038C	186.3910892	2003959828	705		0.2338
YLR312W-A	143.4668329	1322949726	705		0.1063
YAR028W	56.69561108	26139620.56	705		0.1222
YDR412W	153.7954219	1055894666	708		0.1602
YAR027W	100.8702333	127561299.7	708		0.1281
YBR181C	2649.772596	17779509776	711		0.8462
YPL090C	2601.715737	103055812.2	711		0.8375
YDR162C	83.77957611	106486869.5	711		0.1102
YGR024C	279.2325862	84337292.33	714		0.1268
YDR533C	163.0585261	2423289394	714		0.2356
YMR134W	68.65364865	732158123.2	714		0.126
YPL213W	61.70365758	166366044.3	717		0.1091
YGR033C	180.5068018	245727337.3	720		0.1107
YNL178W	6431.119934	4777231479	723		0.8002
YPL199C	241.6329653	757003189.6	723		0.1308
YLR025W	208.2385676	906225720.3	723		0.1135
YDL115C	81.423008	104770986.8	723		0.1458
YBL041W	358.8970886	1199723682	726		0.1657
YDR196C	185.7374897	302727748.9	726		0.121
YGL076C	2604.794492	14967745829	735		0.76
YPL198W	491.0099583	9189084273	735		0.716
YLR301W	446.3974249	2237387894	735		0.313
YPL129W	226.5681311	1731581409	735		0.1436
YKL154W	170.8541133	342057863.7	735		0.141
YLR078C	145.6577106	891636929.2	735		0.1681
YER182W	74.32490294	375141325	735		0.1245
YPR016C	533.3741652	90378463.22	738		0.2936
YJL055W	504.2255126	2010806355	738		0.1434
YGL098W	59.41614763	71052780.28	738		0.1381
YOL028C	49.13415946	30613670.71	738		0.1164
YIR018W	46.1946827	25129156.33	738		0.1261
YDR174W	636.7921565	1676919314	741		0.3137
YHR043C	96.92204118	628962875.2	741		0.1495
YHR044C	17.34355353	16479438	741		0.1547
YKL152C	10198.35251	35089134610	744		0.8115
YDR050C	8180.729485	12193155053	747		0.8171
YGR001C	192.8502967	973201856.9	747		0.2254
YMR038C	391.9514194	1596536730	750		0.1584
YOL154W	56.94529438	358856666.7	750		0.3278
YLR052W	119.330293	451585821.2	753		0.1488
YNL151C	183.881125	328640889.1	756		0.1505
YLR126C	89.78306194	150843640.1	756		0.1298
YOR289W	44.95527079	166537963.5	756		0.1151
YGR006W	23.02302595	99723142.86	756		0.1272
YLR048W	2992.498535	2922208335	759		0.7328
